Division Number: 84
Division Date: 17/11/2016

Reductions to Employment and Support Allowance and universal credit

Aye Count: 127
Noes Count: 0

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Ian Paisley","Democratic Unionist Party","North Antrim","No Vote Recorded",""
"Neil Parish","Conservative","Tiverton and Honiton","No Vote Recorded",""
"Priti Patel","Conservative","Witham","No Vote Recorded",""
"Owen Paterson","Conservative","North Shropshire","No Vote Recorded",""
"Steven Paterson","Scottish National Party","Stirling","Aye",""
"Mark Pawsey","Conservative","Rugby","No Vote Recorded",""
"Teresa Pearce","Labour","Erith and Thamesmead","No Vote Recorded",""
"Mike Penning","Conservative","Hemel Hempstead","No Vote Recorded",""
"Matthew Pennycook","Labour","Greenwich and Woolwich","No Vote Recorded",""
"John Penrose","Conservative","Weston-super-Mare","No Vote Recorded",""
"Andrew Percy","Conservative","Brigg and Goole","No Vote Recorded",""
"Toby Perkins","Labour","Chesterfield","No Vote Recorded",""
"Claire Perry","Conservative","Devizes","No Vote Recorded",""
"Jess Phillips","Labour","Birmingham, Yardley","Aye",""
"Bridget Phillipson","Labour","Houghton and Sunderland South","No Vote Recorded",""
"Chris Philp","Conservative","Croydon South","No Vote Recorded",""
"Eric Pickles","Conservative","Life peer","No Vote Recorded",""
"Christopher Pincher","Conservative","Tamworth","No Vote Recorded",""
"Dan Poulter","Conservative","Central Suffolk and North Ipswich","No Vote Recorded",""
"Stephen Pound","Labour","Ealing North","Aye",""
"Rebecca Pow","Conservative","Taunton Deane","No Vote Recorded",""
"Lucy Powell","Labour","Manchester Central","No Vote Recorded",""
"Victoria Prentis","Conservative","Banbury","No Vote Recorded",""
"Mark Prisk","Conservative","Hertford and Stortford","No Vote Recorded",""
"Mark Pritchard","Conservative","The Wrekin","No Vote Recorded",""
"Tom Pursglove","Conservative","Corby","No Vote Recorded",""
"Jeremy Quin","Conservative","Horsham","No Vote Recorded",""
"Will Quince","Conservative","Colchester","No Vote Recorded",""
"Yasmin Qureshi","Labour","Bolton South East","No Vote Recorded",""
"Dominic Raab","Conservative","Esher and Walton","No Vote Recorded",""
"Angela Rayner","Labour","Ashton-under-Lyne","Aye",""
"John Redwood","Conservative","Wokingham","No Vote Recorded",""
"Steve Reed","Labour","Croydon North","No Vote Recorded",""
"Christina Rees","Labour","Neath","Aye",""
"Jacob Rees-Mogg","Conservative","North East Somerset","No Vote Recorded",""
"Rachel Reeves","Labour","Leeds West","No Vote Recorded",""
"Emma Reynolds","Labour","Wolverhampton North East","No Vote Recorded",""
"Jonathan Reynolds","Labour","Stalybridge and Hyde","Aye",""
"Marie Rimmer","Labour","St Helens South and Whiston","No Vote Recorded",""
"Margaret Ritchie","Social Democratic & Labour Party","South Down","Teller - Noes",""
"Laurence Robertson","Conservative","Tewkesbury","No Vote Recorded",""
"Gavin Robinson","Democratic Unionist Party","Belfast East","No Vote Recorded",""
"Mary Robinson","Conservative","Cheadle","No Vote Recorded",""
"Geoffrey Robinson","Labour","Coventry North West","No Vote Recorded",""
"Andrew Rosindell","Conservative","Romford","No Vote Recorded",""
"Steve Rotheram","Labour","Liverpool, Walton","Aye",""
"Amber Rudd","Conservative","Hastings and Rye","No Vote Recorded",""
"David Rutley","Conservative","Macclesfield","No Vote Recorded",""
"Joan Ryan","Labour","Enfield North","No Vote Recorded",""
"Alex Salmond","Scottish National Party","Gordon","Aye",""
"Antoinette Sandbach","Conservative","Eddisbury","No Vote Recorded",""
"Liz Saville Roberts","Plaid Cymru","Dwyfor Meirionnydd","No Vote Recorded",""
"Paul Scully","Conservative","Sutton and Cheam","No Vote Recorded",""
"Andrew Selous","Conservative","South West Bedfordshire","No Vote Recorded",""
"Naz Shah","Labour","Bradford West","No Vote Recorded",""
"Jim Shannon","Democratic Unionist Party","Strangford","Aye",""
"Grant Shapps","Conservative","Welwyn Hatfield","No Vote Recorded",""
"Alok Sharma","Conservative","Reading West","No Vote Recorded",""
"Virendra Sharma","Labour","Ealing, Southall","No Vote Recorded",""
"Barry Sheerman","Labour","Huddersfield","No Vote Recorded",""
"Alec Shelbrooke","Conservative","Elmet and Rothwell","No Vote Recorded",""
"Tommy Sheppard","Scottish National Party","Edinburgh East","No Vote Recorded",""
"Paula Sherriff","Labour","Dewsbury","Aye",""
"Gavin Shuker","Labour","Luton South","No Vote Recorded",""
"Tulip Siddiq","Labour","Hampstead and Kilburn","No Vote Recorded",""
"David Simpson","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Keith Simpson","Conservative","Broadland","No Vote Recorded",""
"Chris Skidmore","Conservative","Kingswood","No Vote Recorded",""
"Dennis Skinner","Labour","Bolsover","Aye",""
"Andy Slaughter","Labour","Hammersmith","No Vote Recorded",""
"Ruth Smeeth","Labour","Stoke-on-Trent North","No Vote Recorded",""
"Angela Smith","Labour","Penistone and Stocksbridge","No Vote Recorded",""
"Cat Smith","Labour","Lancaster and Fleetwood","No Vote Recorded",""
"Chloe Smith","Conservative","Norwich North","No Vote Recorded",""
"Henry Smith","Conservative","Crawley","No Vote Recorded",""
"Jeff Smith","Labour","Manchester, Withington","Aye",""
"Julian Smith","Conservative","Skipton and Ripon","No Vote Recorded",""
"Nick Smith","Labour","Blaenau Gwent","Aye",""
"Owen Smith","Labour","Pontypridd","No Vote Recorded",""
"Royston Smith","Conservative","Southampton, Itchen","No Vote Recorded",""
"Karin Smyth","Labour","Bristol South","Aye",""
"Nicholas Soames","Conservative","Mid Sussex","No Vote Recorded",""
"Anna Soubry","Conservative","Broxtowe","No Vote Recorded",""
"John Spellar","Labour","Warley","No Vote Recorded",""
"Caroline Spelman","Conservative","Meriden","No Vote Recorded",""
"Mark Spencer","Conservative","Sherwood","No Vote Recorded",""
"Keir Starmer","Labour","Holborn and St Pancras","Aye",""
"Chris Stephens","Scottish National Party","Glasgow South West","Aye",""
"Andrew Stephenson","Conservative","Pendle","No Vote Recorded",""
"Jo Stevens","Labour","Cardiff Central","No Vote Recorded",""
"John Stevenson","Conservative","Carlisle","No Vote Recorded",""
"Bob Stewart","Conservative","Beckenham","No Vote Recorded",""
"Iain Stewart","Conservative","Milton Keynes South","No Vote Recorded",""
"Rory Stewart","Conservative","Penrith and The Border","No Vote Recorded",""
"Gary Streeter","Conservative","South West Devon","No Vote Recorded",""
"Wes Streeting","Labour","Ilford North","No Vote Recorded",""
"Mel Stride","Conservative","Central Devon","No Vote Recorded",""
"Graham Stringer","Labour","Blackley and Broughton","No Vote Recorded",""
"Graham Stuart","Conservative","Beverley and Holderness","No Vote Recorded",""
"Julian Sturdy","Conservative","York Outer","No Vote Recorded",""
"Rishi Sunak","Conservative","Richmond (Yorks)","No Vote Recorded",""
"Desmond Swayne","Conservative","New Forest West","No Vote Recorded",""
"Hugo Swire","Conservative","East Devon","No Vote Recorded",""
"Robert Syms","Conservative","Poole","No Vote Recorded",""
"Mark Tami","Labour","Alyn and Deeside","Aye",""
"Alison Thewliss","Scottish National Party","Glasgow Central","Aye",""
"Derek Thomas","Conservative","St Ives","No Vote Recorded",""
"Gareth Thomas","Labour","Harrow West","Aye",""
"Nick Thomas-Symonds","Labour","Torfaen","No Vote Recorded",""
"Emily Thornberry","Labour","Islington South and Finsbury","No Vote Recorded",""
"Maggie Throup","Conservative","Erewash","No Vote Recorded",""
"Stephen Timms","Labour","East Ham","Aye",""
"Kelly Tolhurst","Conservative","Rochester and Strood","No Vote Recorded",""
"Justin Tomlinson","Conservative","North Swindon","No Vote Recorded",""
"Michael Tomlinson","Conservative","Mid Dorset and North Poole","No Vote Recorded",""
"Craig Tracey","Conservative","North Warwickshire","No Vote Recorded",""
"David Tredinnick","Conservative","Bosworth","No Vote Recorded",""
"Anne-Marie Trevelyan","Conservative","Berwick-upon-Tweed","No Vote Recorded",""
"Jon Trickett","Labour","Hemsworth","No Vote Recorded",""
"Elizabeth Truss","Conservative","South West Norfolk","No Vote Recorded",""
"Tom Tugendhat","Conservative","Tonbridge and Malling","No Vote Recorded",""
"Anna Turley","Labour","Redcar","Aye",""
"Karl Turner","Labour","Kingston upon Hull East","No Vote Recorded",""
"Derek Twigg","Labour","Halton","No Vote Recorded",""
"Stephen Twigg","Labour","Liverpool, West Derby","Aye",""
"Andrew Tyrie","Conservative","Life peer","No Vote Recorded",""
"Chuka Umunna","Labour","Streatham","No Vote Recorded",""
"Edward Vaizey","Conservative","Wantage","No Vote Recorded",""
"Shailesh Vara","Conservative","North West Cambridgeshire","No Vote Recorded",""
"Keith Vaz","Labour","Leicester East","No Vote Recorded",""
"Valerie Vaz","Labour","Walsall South","No Vote Recorded",""
"Martin Vickers","Conservative","Cleethorpes","No Vote Recorded",""
"Theresa Villiers","Conservative","Chipping Barnet","No Vote Recorded",""
"Charles Walker","Conservative","Broxbourne","No Vote Recorded",""
"Robin Walker","Conservative","Worcester","No Vote Recorded",""
"Ben Wallace","Conservative","Wyre and Preston North","No Vote Recorded",""
"David Warburton","Conservative","Somerton and Frome","No Vote Recorded",""
"Matt Warman","Conservative","Boston and Skegness","No Vote Recorded",""
"Tom Watson","Labour","West Bromwich East","No Vote Recorded",""
"Mike Weir","Scottish National Party","Angus","Teller - Ayes",""
"Catherine West","Labour","Hornsey and Wood Green","Aye",""
"Helen Whately","Conservative","Faversham and Mid Kent","No Vote Recorded",""
"Heather Wheeler","Conservative","South Derbyshire","No Vote Recorded",""
"Eilidh Whiteford","Scottish National Party","Banff and Buchan","Aye",""
"Alan Whitehead","Labour","Southampton, Test","Aye",""
"Philippa Whitford","Scottish National Party","Central Ayrshire","No Vote Recorded",""
"Craig Whittaker","Conservative","Calder Valley","No Vote Recorded",""
"John Whittingdale","Conservative","Maldon","No Vote Recorded",""
"Bill Wiggin","Conservative","North Herefordshire","No Vote Recorded",""
"Hywel Williams","Plaid Cymru","Arfon","Aye",""
"Mark Williams","Liberal Democrat","Ceredigion","Aye",""
"Gavin Williamson","Conservative","South Staffordshire","No Vote Recorded",""
"Corri Wilson","Scottish National Party","Ayr, Carrick and Cumnock","Aye",""
"Phil Wilson","Labour","Sedgefield","Aye",""
"Sammy Wilson","Democratic Unionist Party","East Antrim","No Vote Recorded",""
"David Winnick","Labour","Walsall North","Aye",""
"Rosie Winterton","Labour","Doncaster Central","No Vote Recorded",""
"Pete Wishart","Scottish National Party","Perth and North Perthshire","No Vote Recorded",""
"Sarah Wollaston","Conservative","Totnes","No Vote Recorded",""
"Mike Wood","Conservative","Dudley South","No Vote Recorded",""
"John Woodcock","Labour","Barrow and Furness","No Vote Recorded",""
"William Wragg","Conservative","Hazel Grove","No Vote Recorded",""
"Jeremy Wright","Conservative","Kenilworth and Southam","No Vote Recorded",""
"Nadhim Zahawi","Conservative","Stratford-on-Avon","No Vote Recorded",""
"Daniel Zeichner","Labour","Cambridge","No Vote Recorded",""
